Finished,Consent,Scenario_T_First Click,Scenario_T_Last Click,Scenario_T_Page Submit,Scenario_T_Click Count,Demo_Answer,Demo_Reject,Q46_First Click,Q46_Last Click,Q46_Page Submit,Q46_Click Count,Val_1,Val_2,Val_T_First Click,Val_T_Last Click,Val_T_Page Submit,Val_T_Click Count,P1_1,P1_2,P1_3,P1_T_First Click,P1_T_Last Click,P1_T_Page Submit,P1_T_Click Count,P2_1,P2_2,P2_3,P2_T_First Click,P2_T_Last Click,P2_T_Page Submit,P2_T_Click Count,P3_1,P3_2,P3_3,P3_T_First Click,P3_T_Last Click,P3_T_Page Submit,P3_T_Click Count,P4_1,P4_2,P4_3,P4_T_First Click,P4_T_Last Click,P4_T_Page Submit,P4_T_Click Count,P5_1,P5_2,P5_3,P5_T_First Click,P5_T_Last Click,P5_T_Page Submit,P5_T_Click Count,P6_1,P6_2,P6_3,P6_T_First Click,P6_T_Last Click,P6_T_Page Submit,P6_T_Click Count,P7_1,P7_2,P7_3,P7_T_First Click,P7_T_Last Click,P7_T_Page Submit,P7_T_Click Count,P8_1,P8_2,P8_3,P8_T_First Click,P8_T_Last Click,P8_T_Page Submit,P8_T_Click Count,P9_1,P9_2,P9_3,P9_T_First Click,P9_T_Last Click,P9_T_Page Submit,P9_T_Click Count,P10_1,P10_2,P10_3,P10_T_First Click,P10_T_Last Click,P10_T_Page Submit,P10_T_Click Count,General_2,General_3,General_1,General_T_First Click,General_T_Last Click,General_T_Page Submit,General_T_Click Count,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Attitude_t_First Click,Attitude_t_Last Click,Attitude_t_Page Submit,Attitude_t_Click Count,Dem_Gender,Dem_Birth,Dem_Education,Dem_Geography,Follow_2,Follow_1_1,Follow_1_2,Follow_1_3,Follow_3,Interview_Choice,Consent_2,Q210,Q151,condition
TRUE,I CONSENT to take part in the study.,0.677,1.1,1.769,2,It is generating a great profile.  It uses keywords that grab one's attention.,,0.369,0.369,22.332,1,The person in the profile and I are traveling together.,John is eager to see.,5.486,12.636,13.617,6,80,70,80,1.071,5.753,6.755,5,60,70,70,1.488,3.29,3.867,3,70,80,70,1.658,4.555,5.112,5,70,60,70,0.358,2.83,4.173,4,50,70,70,1.144,3.274,4.244,3,70,60,60,3.58,5.434,6.548,3,70,60,60,0.793,4.946,5.678,4,70,60,70,1.822,3.718,5.376,3,70,80,70,0.581,4.301,4.936,4,70,60,40,1.465,68.342,69.497,3,70,60,70,1.083,2.619,3.416,3,70,60,70,70,1.359,3.694,4.413,4,Female,1990,Bachelor's degree in college,Suburban,I think it is great.  It is convenient and something I would use.,sophisticated,smart,savvy,,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,52.504,56.47,58.329,2,Featuring hosts and their bios. It seems to be pulling info from their social media.,,15.249,56.729,60.551,4,I am traveling and the person in the profile offers to host me.,John is easy to see.,5.607,9.928,17.103,2,80,80,80,7.84,10.805,12.628,3,90,80,80,11.344,16.796,18.524,6,70,80,80,6.166,18.548,19.798,4,70,60,80,3.186,14.352,15.547,4,Highly confident  100%,60,80,37.173,52.586,54.613,5,70,40,80,18.268,24.227,25.554,3,70,50,70,9.038,23.808,24.961,4,90,80,80,8.671,11.608,12.607,3,90,80,80,12.81,14.721,16.426,3,80,80,80,7.161,10.015,11.443,3,60,70,30,13.094,18.07,20.379,3,80,90,80,Strongly disagree 0%,1.93,12.873,22.267,4,Female,1980,Bachelor's degree in college,Urban,It is not visually pleasing. It does give the needed information though.,Attentiveness of hosts,Occupation of hosts,Grammar used in their profile,My views on hosts.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,3.011,9.149,98.318,2,"The system is taking information from the hosts facebook account and using it to provide information about what the host does for a living, and incorporating things like the host's location into the description. Some of the personal statements like whether the host will help them find restaurants or that they are really looking forward to meeting their guests may be untrue since it was generated by the system.",,39.199,248.187,278.27,5,I am traveling and the person in the profile offers to host me.,John is easy to see.,13.99,221.32,225.526,9,20,30,20,35.616,51.117,53.406,5,20,Not confident 0%,Not confident 0%,42.135,48.674,54.588,3,20,Not confident 0%,10,28.517,42.077,45.943,4,40,20,20,13.763,22.485,27.857,5,60,Not confident 0%,Not confident 0%,18.51,26.451,27.445,4,30,30,30,20.612,31.118,35.569,4,80,60,60,23.292,43.263,44.936,4,Not confident 0%,Not confident 0%,Not confident 0%,49.599,67.763,74.431,4,30,20,40,19.106,34.28,39.637,3,70,40,60,12.869,21.831,30.884,4,Strongly disagree 0%,Strongly disagree 0%,30,4.377,22.684,29.072,3,60,Strongly agree 100%,40,Strongly disagree 0%,5.327,33.628,36.688,4,Male,1984,High school graduate,Suburban,"I think the system was disingenuous and misrepresented the people in their profiles. You cannot get an accurate take on what the person will be like if the content wasn't written by the host. The core information may be true, but  the emotional or personal aspects of the profile are misleading.","The host's social role (mother, single man, etc.)","Information about the person's hobbies, education and likes",What the person does for a living,I think this the purpose of this study was to investigate the participants views the hosts based on artificially generated profiles.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,19.419,0,It is pulling info about people online and making an about me profile for them.,,3.52,47.477,48.757,7,I am traveling and the person in the profile offers to host me.,John is easy to see.,5.47,16.258,16.984,2,80,80,90,1.34,17.418,17.992,37,80,90,90,1.571,3.538,4.407,3,80,80,90,1.344,10.793,11.313,29,80,80,90,0.847,2.463,3.95,3,90,90,90,5.005,8.543,9.147,3,80,70,90,1.22,15.512,16.096,10,80,80,90,9.305,13.217,13.852,3,80,80,90,2.109,3.821,4.466,3,80,90,90,1.62,3.209,4.103,4,80,80,90,1.92,13.788,14.464,25,70,80,80,1.739,5.847,6.506,6,80,90,10,10,2.185,10.122,12.295,10,Male,1994,High school graduate,Rural,I think it is rather unique and a pretty cool idea.,job,hobbies,experince,,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,15.456,0,The system types in a link for a page. The system then finds relevant information regarding the person on their page and displays it in a profile. ,,12.034,12.034,45.981,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,21.135,23.111,24.585,2,50,50,60,7.782,9.712,10.69,3,60,40,60,11.241,14.478,15.122,4,40,30,50,16.604,19.413,20.116,3,60,60,70,6.66,9.716,10.834,3,60,60,50,10.46,12.924,13.995,3,40,40,40,7,10.748,11.408,5,20,Not confident 0%,Not confident 0%,4.612,8.517,9.943,4,50,40,40,2.908,5.561,6.687,4,40,30,40,12.355,14.468,15.699,3,50,50,60,4.955,7.132,8.171,4,50,30,40,4.858,7.05,7.748,3,60,60,70,40,2.276,6.706,7.565,4,Female,1993,Master's degree,Suburban,"The system gives the gist of the host. It tells us good points about the host, like if they are willing to give recommendations about the area. it also gives us details about the person's background. ",Kind,Accomdating,Willing to give recommendations,To rate whether or not a person could rate someone's personality by an online profile,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,16.494,0,This system is generating an online profile summary of an individual based on their facebook profile.  It will be used for their host program.,,12.612,12.612,66.055,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,9.096,21.655,22.398,2,70,70,50,9.495,14.543,16.337,4,70,70,50,11.51,13.56,14.428,3,70,70,60,7.641,11.437,12.153,4,40,80,70,7.582,12.688,13.42,4,70,70,40,8.107,11.543,12.4,3,60,50,50,10.679,16.876,17.791,4,20,40,50,7.46,10.878,11.646,3,40,30,40,18.637,24.76,29.924,3,30,40,50,7.544,11.45,12.268,4,30,40,50,5.479,8.037,8.788,3,60,60,40,2.742,7.611,8.601,4,40,80,60,50,3.324,13.634,14.311,7,Male,1982,Master's degree,Rural,"I think this system is okay for some people, but I would rather do with out it.  It takes a very human element out of a very human process (living with another human)",Their profession,Their living situation,Their daily schedule,To see how comfortable people are with artificial intelligence,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,19.38,0,It appears that the system is going to the users facebook page. It is then using that public information and creating a profile.,,10.182,36.731,109.845,3,I am traveling and the person in the profile offers to host me.,John is easy to see.,9.76,21.981,24.283,3,60,50,50,6.225,40.079,41.261,6,50,50,60,2.319,63.813,64.788,6,50,60,60,7.616,11.828,12.695,5,60,50,60,7.797,11.739,12.518,5,50,30,40,9.12,13.628,14.564,5,40,40,30,11.56,16.409,17.33,5,30,40,50,6.193,10.189,11.173,4,30,40,40,9.766,12.997,14.081,4,20,30,40,8.707,14.794,15.643,6,40,50,40,8.111,11.421,12.872,4,60,60,40,22.287,25.114,26.278,3,30,20,60,70,3.38,11.097,12.042,4,Female,1973,Bachelor's degree in college,Rural,It seemed a bit impersonal. I feel like the user themselves would want to portray themselves and not rely on a system.,"If I saw the words laid back, I immediately thought the house would not be clean.",When I saw one owner was a cat owner my mind went to seeing cat hair all over the house.,I thought about whether the host was male or female and whether they listed any roommates.,To assess whether the use of AI in creating profiles would be worthwhile.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,4.343,5.513,6.898,2,They are generating a profile for facebook,x,1.277,63.247,64.552,7,The person in the profile and I are traveling together.,John is easy to see.,6.622,12.294,13.45,5,40,80,20,0,0,7.218,0,30,60,20,0,0,2.168,0,30,50,50,0,0,2.914,0,40,70,30,0,0,9.083,0,30,70,20,0,0,2.937,0,20,60,70,0,0,2.676,0,40,80,30,0,0,4.983,0,60,70,30,0,0,2.738,0,30,70,30,0,0,1.978,0,50,10,60,10.498,10.498,12.324,1,40,80,30,0,0,5.753,0,10,70,30,50,0,0,6.666,0,Female,1986,"Professional degree (JD, MD)",Urban,"I get an innovative and very interesting method, which I will put to the test",address,first name,platform,good,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,7.391,0,It is extracting information from facebook to create a profile. ,,8.789,43.843,44.802,6,I am traveling and the person in the profile offers to host me.,John is easy to see.,3.696,12.329,13.492,4,20,30,Not confident 0%,9.601,19.459,20.658,6,30,20,Not confident 0%,10.872,18.956,19.867,5,Not confident 0%,20,Not confident 0%,5.989,12.276,13.57,5,20,20,Not confident 0%,4.782,19.903,21.002,12,50,50,10,7.183,15.328,16.588,6,Not confident 0%,Not confident 0%,Not confident 0%,5.551,26.445,27.613,8,Not confident 0%,Not confident 0%,Not confident 0%,9.136,17.084,18.164,7,Not confident 0%,Not confident 0%,Not confident 0%,10.447,13.315,14.899,4,Not confident 0%,Not confident 0%,Not confident 0%,7.384,12.436,13.499,5,Not confident 0%,Not confident 0%,Not confident 0%,6.546,30.995,32.214,10,60,50,20,4.096,9.211,9.826,5,20,50,60,80,3.622,19.927,20.842,9,Female,1985,"Professional degree (JD, MD)",Urban,The profile descriptions seemed awkward and it's hard for me to believe anyone without reviews. ,experience with renting. ,Knowledge of the city,I avoided people who worked a lot because I assumed they would be messy. ,evaluate airBnB type profiles. ,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,1.673,0,In this study is face book at the same time around looking. Happy mind set in the modern thing.,x,11.098,125.327,152.33,6,I am traveling and the person in the profile offers to host me.,John’s sister’s friend’s car.,1.416,6.571,7.994,6,70,90,70,2.292,4.433,5.714,3,60,80,90,1.76,5.261,6.128,4,70,80,70,2.142,4.459,5.649,3,70,80,90,2.064,4.635,5.636,4,70,90,80,2.063,5.13,5.983,4,70,90,80,2.481,5.149,6.197,4,70,90,80,2.242,3.837,5.447,3,70,80,90,2.213,4.274,5.707,3,60,80,90,1.934,4.357,5.176,3,70,80,90,2.146,4.999,5.444,4,80,90,80,0.751,2.663,3.932,3,70,80,90,80,1.264,3.809,5.16,4,Male,1990,Master's degree,Urban,very like this study.important of knowledge.,like,happy,nice,mind habbit,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,27.198,0,Someone Descibing what he doing that day. ,x,63.687,113.717,243.573,3,The person in the profile and I are traveling together.,John is easy to see.,22.902,35.503,37.312,2,60,70,70,9.299,12.978,13.906,4,80,70,70,22.042,32.525,33.477,4,80,70,70,10.374,15.198,16.328,3,90,80,80,9.449,14.442,15.762,3,90,90,90,13.869,15.988,17.216,3,90,70,90,15.673,19.384,20.496,3,40,50,30,13.896,16.616,18.184,3,40,50,50,19.856,31.077,32.449,3,80,80,70,14.105,24.705,26.367,3,80,90,60,21.021,28.111,29.269,3,60,50,70,13.264,21.92,23.095,3,50,40,40,20,5.439,21.76,22.992,5,Female,1971,Less than high school degree,Rural,"I like it ,, it tells alot about a person.",my name,my age,what i like ,"About telling things going on , on your facebook.",,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,14.501,0,The system is generating a profile that attempts to fuse personal information from facebook with your hosting info. I'm guessing that this is an attempt to best market the residence you would be renting out or hosting.,,36.745,656.013,660.981,9,I am traveling and the person in the profile offers to host me.,John is easy to see.,11.662,32.603,33.274,5,50,80,80,8.548,15.093,16.233,9,50,70,70,19.965,26.353,27.526,5,50,80,80,17.361,27.849,29.759,8,50,70,70,6.417,11.756,12.911,5,50,80,80,7.269,10.959,11.907,5,50,60,60,8.235,12.324,13.327,5,50,50,50,10.857,116.126,116.924,8,50,50,50,7.318,12.299,13.244,6,50,60,60,10.827,16.249,17.299,5,50,70,70,7.526,19.888,20.777,8,50,60,60,2.79,9.405,10.858,5,50,70,Strongly agree 100%,50,3.154,15.104,16.132,5,Male,1981,"Professional degree (JD, MD)",Urban,I don't have any strong opinions about the system. It seems weird that someone wouldn't just generate their own profile. ,Eagerness to help,Degree of formal language,Profession,,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,1.015,0,it is automatically filling in and generating information. It is doing it on its own,,6.613,10.299,29.802,4,I am traveling and the person in the profile offers to host me.,John is easy to see.,2.128,6.267,7.071,6,70,50,50,1.206,3.934,5.875,5,70,60,50,1.436,4.573,6.747,7,80,70,70,2.734,4.943,6.509,4,70,50,50,1.665,4.154,5.782,3,60,50,40,26.302,29.102,30.624,3,70,40,50,1.949,4.254,5.252,3,40,60,60,1.683,4.419,5.354,5,70,50,50,2.762,5.427,8.739,3,70,40,50,2.067,4.461,6.733,4,50,60,60,1.627,4.365,5.346,4,70,50,50,1.168,3.489,5.199,3,60,50,50,40,2.331,7.083,8.466,6,Male,1977,Master's degree,Urban,I think it was very intersting and innovative. I really enjoyed how creative it was,how connected they are to the community,what they enjoy doing,where people live,To see how people respond to the creative process,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,17.012,0,The system is going to the person's Facebook profile to access information. This information is then summarized. ,,36.748,108.958,110.413,3,I am traveling and the person in the profile offers to host me.,John is easy to see.,7.19,15.528,16.827,2,80,80,90,15.46,19.04,20.104,3,90,70,90,19.477,24.093,25.291,3,70,80,90,10.691,14.607,15.677,3,80,70,90,11.384,15.664,16.828,4,90,80,90,17.407,22.447,23.482,3,70,70,90,12.169,16.078,17.054,3,70,70,90,22.977,29.675,30.799,3,70,70,90,18.355,22.752,23.826,3,70,60,90,11.778,18.178,19.267,3,80,70,90,8.266,13.6,14.211,4,90,90,70,4.594,10.11,11.415,3,50,70,60,30,5.582,16.316,17.78,4,Female,1983,Bachelor's degree in college,Urban,"It provides useful facts. However, the way something is written can tell you a lot about someone and having a system write up the info makes it harder to get a feel for the person because it's not in their voice. ",What type of job they have,What traits they prioritized,If they had family/children or single,I don't know,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,47.307,0,first enter keywords or  into the profile generator  than the artificial intelligent create a optimized profile to attract customers,,64.949,237.319,254.112,26,I am traveling and the person in the profile offers to host me.,John is easy to see.,8.343,26.083,40.244,2,80,80,80,13.85,18.214,19.986,4,80,70,90,28.386,44.256,45.943,4,70,70,90,15.708,20.073,21.175,4,80,80,90,7.888,9.523,10.366,3,90,90,90,17.536,24.775,25.842,3,20,20,50,23.419,46.041,47.686,7,60,80,90,9.916,12.842,13.544,3,10,10,50,48.526,65.661,69.77,3,20,30,50,15.153,24.44,25.396,5,80,80,90,12.927,17.962,19.175,4,90,90,50,3.675,9.838,11.946,3,70,70,90,50,7.201,28.635,29.55,4,Male,1966,Master's degree,Suburban,efficient way to create a profile,male or female,age,lives alone or with others,how your perception on a class of people affects your  judgment,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,36.383,0,The site is using A.I to make a description of the host. The host puts in some information and the sites Artifical intellengce(A.I) does the rest.,,30.038,30.038,130.381,1,I am traveling and the person in the profile offers to host me.,John is eager to see.,30.991,48.064,51.194,2,70,70,70,18.571,21.548,27.387,3,70,70,70,23.925,27.764,28.844,3,70,70,80,10.843,15.875,17.464,3,50,80,80,17.594,24.284,28.483,3,90,90,90,19.507,24.42,25.854,3,70,60,60,15.991,20.511,22.04,3,60,60,80,17.634,24.57,26.137,3,70,70,70,25.728,30.52,32.374,3,30,30,60,30.208,39.439,40.961,3,50,50,60,14.896,19.832,23.652,3,70,70,70,10.868,16.029,17.817,3,70,80,90,50,10.496,28.336,30.998,4,Male,1970,Bachelor's degree in college,Suburban,"For this task not good. A.I is great for many things, writing a host profile is not one. The host should do it as is will have more feeling and meaning. How lazy are we getting?","Kids, have them","Single, yes or no","Hobbies, loud or calm",If I am using A.I right now?,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,26.217,0,The system is accessing the user's social media profile to generate a description.,,2.827,58.062,59.886,4,I am traveling and the person in the profile offers to host me.,John is easy to see.,80.066,91.361,95.977,6,70,70,70,10.855,16.339,17.535,7,80,80,80,2.796,21.214,22.543,16,70,70,70,1.974,17.346,19.238,15,70,70,70,4.429,9.274,10.283,6,70,70,70,1.252,22.398,23.66,10,70,70,70,9.576,13.54,14.569,4,70,70,70,2.619,23.286,24.811,6,70,70,70,1.784,23.649,24.351,7,60,70,70,9.018,15.351,16.548,5,80,80,80,4.118,11.77,12.823,8,70,70,70,1.676,13.254,14.82,11,40,30,90,40,2.985,20.872,22.273,8,Female,1984,Bachelor's degree in college,Suburban,The system is interesting and offers a realistic profile. I would like to try it out.,Friendliness — does the person seem welcoming.,Honesty — an evaluation of their background.,Knowledge — competency and knowledge of the cities.,How people make judgment of others with only limited information available.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,15.274,0,Taking info from the social media site and posting work. Posting area and how close to downtown.,,18.895,18.895,51.266,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,10.342,18.875,20.032,2,Highly confident  100%,Highly confident  100%,Highly confident  100%,1.032,2.016,2.592,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,0.751,2.039,3.974,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,0.785,1.794,2.352,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,10.162,11.592,16.164,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,7.57,8.658,10.361,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,8.243,9.468,10.05,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,1.321,2.952,11.066,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,1.968,3.304,3.912,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,9.334,10.47,11.172,3,Highly confident  100%,Highly confident  100%,Highly confident  100%,8.595,12.347,13.052,8,Strongly agree 100%,Strongly agree 100%,Strongly agree 100%,1.554,3.41,3.955,5,60,60,60,10,3.335,10.808,11.491,6,Male,1973,High school graduate,Rural,It seem ok to give the gist of people.,Area they live,Personality,Job,,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,164.041,0,It gives you an overview of a personal profile. It generates this automatically.,,11.297,105.295,106.716,16,I am traveling and the person in the profile offers to host me.,John is eager to see.,12.214,30.945,32.442,5,70,80,70,14.156,33.386,34.842,10,70,70,70,3.5,15.135,16.367,7,70,70,80,4.467,10.868,12.002,5,70,70,70,5.564,11.859,13.199,5,70,70,70,2.952,11.402,13.472,6,70,70,80,8.022,14.643,15.713,5,70,70,70,13.521,23.511,25.099,10,80,70,70,1.907,7.283,8.527,4,70,80,70,11.662,17.818,19.374,5,70,90,80,3.114,8.914,10.735,4,70,70,70,3.31,10.34,12.724,4,70,70,60,40,3.426,23.895,25.043,7,Female,1961,Bachelor's degree in college,Suburban,I think that it generates somewhat general stuff about the person.  It can be used to get a general idea about it.,hobby,work,education,I am not sure.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,40.902,0,The system is importing information from John Schneider's Facebook profile. It is using that information to write a profile of John that will help him to appear more attractive as a host.,,50.215,175.718,176.616,8,I am traveling and the person in the profile offers to host me.,John is easy to see.,22.104,30.791,38.771,2,Highly confident  100%,Highly confident  100%,Highly confident  100%,16.669,29.367,30.274,5,90,90,90,9.033,58.768,59.915,5,Highly confident  100%,Highly confident  100%,Highly confident  100%,30.391,37.432,38.393,3,90,90,90,30.834,46.755,47.807,3,80,80,80,20.702,46.365,47.256,4,80,90,80,23.33,51.619,53.898,4,90,90,90,36.812,50.552,51.435,3,60,40,40,28.078,36.743,38.407,3,80,90,90,102.695,108.567,109.634,3,70,70,90,32.754,42.802,43.703,3,90,90,90,5.244,15.244,16.68,3,70,Strongly agree 100%,30,10,6.476,23.068,24.064,4,Male,1955,High school graduate,Urban,It's interesting and useful. But I think it probably should be used as an aid to someone who makes a final decision about the profile.,Indications of intelligence.,Indications of stability.,Indication of being hospitable.,To study attitudes toward artificial intelligence.,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,22.467,0,generating my profileo i m about who i am,,0,0,43.624,0,The person in the profile is traveling and I am offering to host.,John is eager to see.,6.75,8.326,9.381,2,Highly confident  100%,60,60,0,0,20.491,0,50,80,60,0,0,12.866,0,70,60,90,0,0,13.379,0,50,90,70,0.019,2.558,3.732,4,80,70,50,0,0,14.994,0,Highly confident  100%,60,90,0.889,4.978,5.818,5,60,90,50,6.832,11.584,12.762,5,60,90,60,17.268,18.433,19.31,3,70,70,60,0,0,2.641,0,70,50,90,0,0,22.211,0,80,60,90,0.632,3.238,3.981,5,80,60,60,80,3.77,12.347,13.899,9,Male,1987,Bachelor's degree in college,Urban,great and very intresting appication to have,none,none,noen,,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,13.903,13.903,29.756,1,it is looking at the users information. then it writes out a profile for them,,27.747,27.747,88.455,1,I am traveling and the person in the profile offers to host me.,John is easy to see.,15.274,25.894,27.516,2,80,90,50,14.627,19.611,20.982,3,60,30,40,23.304,29.624,31.951,4,50,80,50,17.802,22.708,24.148,3,20,60,40,10.859,17.235,18.419,4,80,60,60,14.6,20.892,22.689,5,40,Not confident 0%,40,48.765,54.257,56.388,4,50,30,50,19.01,23.32,24.564,3,20,Not confident 0%,30,13.185,17.214,18.264,3,50,30,50,4.255,49.954,51.65,4,30,20,60,18.944,30.18,31.216,5,40,40,70,6.02,13.875,15.078,4,50,70,70,10,7.67,23.641,26.282,4,Male,1980,Bachelor's degree in college,Suburban,overall it seems useful. i would like to see more of it.,lifestyle. what kind of life they live,work. work habits,family. ,to see how we interact with AI,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,6.233,0,It is automatically generating the host profiles. It is palying a demo,,8.189,19.769,37.799,6,I am traveling and the person in the profile offers to host me.,John is easy to see.,10.934,22.587,24.087,2,70,80,70,1.413,3.674,4.546,3,90,80,80,4.734,6.498,7.488,3,70,70,70,4.59,5.961,6.918,3,80,80,70,2.631,6.766,7.677,4,70,70,70,1.824,3.31,4.545,3,60,60,70,4.932,6.121,7.173,3,50,70,60,3.589,7.105,8.866,4,80,80,80,1.008,3.331,4.234,4,70,70,80,4.168,7.924,8.737,4,60,70,60,2.857,4.377,5.284,3,70,70,70,1.988,4.08,4.846,3,40,40,70,30,2.875,12.317,13.184,5,Male,1981,Bachelor's degree in college,Urban,it was ok and cool. It was easy to understand,accuracy,neatness,honesty,views travel host profiles,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
TRUE,I CONSENT to take part in the study.,0,0,5.515,0,"The system, after inputting a name, generates a profile for a person. It takes Facebook data to form a paragraph for an optimized profile.",,0,0,17.918,0,The person in the profile is traveling and I am offering to host.,John is easy to see.,6.167,12.698,16.489,2,90,90,90,41.074,44.742,45.532,3,90,70,80,19.701,24.818,25.469,6,80,70,80,13.546,15.817,16.657,3,80,80,80,18.728,20.6,22.659,4,90,90,80,4.785,8.262,9.038,4,60,60,60,6.717,10.745,11.51,4,80,80,80,8.481,10.843,11.529,3,10,Not confident 0%,40,16.134,19.673,20.312,3,20,10,30,40.428,218.914,219.833,4,40,20,80,15.984,22.912,23.789,5,Strongly agree 100%,Strongly agree 100%,90,2.013,5.167,5.777,6,40,70,80,60,2.997,11.103,11.893,4,Female,1991,High school graduate,Suburban,I think that it's interesting but I don't fully understand it.,description of house,hobbies,knows places in the area,,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,ai
